Random;10340640;20;1
Random;10343670;20;1
Random;10343895;20;1
Random;10345305;20;1
Random;10346295;20;1
Random;10346640;20;1
Random;10347990;20;1
Random;10357110;20;1
Random;10358370;20;1
Random;10361295;20;1
Random;10363035;20;1
Random;10363380;20;1
Random;10366110;20;1
Random;10369980;20;1
Random;10370820;20;1
Random;10376205;20;1
Random;10377390;20;1
Random;10378785;20;1
Random;10379310;20;1
Random;10383060;20;1
Random;10383465;20;1
Random;10389780;20;1
Random;10391940;20;1
Random;10392150;20;1
Random;10395600;20;1
Random;10397265;20;1
Random;10397445;20;1
Random;10398855;20;1
Random;10401270;20;1
Random;10406040;20;1
Random;10406970;20;1
Random;10411725;20;1
Random;10412865;20;1
Random;10414290;20;1
Random;10418040;20;1
Random;10421535;20;1
Random;10425465;20;1
Random;10425795;20;1
Random;10426170;20;1
Random;10429575;20;1
Random;10429845;20;1
Random;10431585;20;1
Random;10432410;20;1
Random;10435635;20;1
Random;10437525;20;1
Random;10438785;20;1
Random;10441185;20;1
Random;10441965;20;1
Random;10445325;20;1
Random;10446255;20;1
Random;10447155;20;1
Random;10448505;20;1
Random;10453005;20;1
Random;10456950;20;1
Random;10460955;20;1
Random;10463145;20;1
Random;10464435;20;1
Random;10465770;20;1
Random;10465950;20;1
Random;10479165;20;1
Random;10480050;20;1
Random;10486935;20;1
Random;10488360;20;1
Random;10491945;20;1
Random;10494780;20;1
Random;10503525;20;1
Random;10503540;20;1
Random;10509840;20;1
Random;10513320;20;1
Random;10516560;20;1
Random;10516800;20;1
Random;10524420;20;1
Random;10528395;20;1
Random;10529100;20;1
Random;10538535;20;1
Random;10539150;20;1
Random;10545270;20;1
Random;10546455;20;1
Random;10548390;20;1
Random;10551990;20;1
Random;10555965;20;1
Random;10561440;20;1
Random;10562190;20;1
Random;10572900;20;1
Random;10589400;20;1
Random;10589730;20;1
Random;10606005;20;1
Random;10613445;20;1
Random;10621545;20;1
Random;10623705;20;1
Random;10629435;20;1
Random;10647060;20;1
Random;10667250;20;1
Random;10668135;20;1
Random;10688115;20;1
Random;10701135;20;1
Random;10714425;20;1
Random;10740555;20;1
Random;10747380;20;1
Random;10769760;20;1
Random;10808100;20;1
Random;10829310;20;1
Random;10846005;20;1
Random;10848945;20;1
Random;10856160;20;1
Random;10894635;20;1
Random;10904745;20;1
Random;10975980;20;1
Random;10978200;20;1
Random;10986015;20;1
Random;11062650;20;1
Random;8148060;20;1
Random;8153265;20;1
Random;8175600;20;1
Random;8207940;20;1
Random;8244795;20;1
Random;8260605;20;1
Random;8266710;20;1
Random;8295360;20;1
Random;8302305;20;1
Random;8305845;20;1
Random;8318535;20;1
Random;8318610;20;1
Random;8328900;20;1
Random;8334105;20;1
Random;8335185;20;1
Random;8358465;20;1
Random;8358585;20;1
Random;8360520;20;1
Random;8364615;20;1
Random;8364615;20;1
Random;8368290;20;1
Random;8384970;20;1
Random;8385405;20;1
Random;8389935;20;1
Random;8402700;20;1
Random;8404530;20;1
Random;8406840;20;1
Random;8408415;20;1
Random;8409375;20;1
Random;8412045;20;1
Random;8427690;20;1
Random;8430915;20;1
Random;8431665;20;1
Random;8431770;20;1
Random;8433765;20;1
Random;8436510;20;1
Random;8444205;20;1
Random;8446665;20;1
Random;8448675;20;1
Random;8457750;20;1
Random;8459190;20;1
Random;8460210;20;1
Random;8460795;20;1
Random;8461155;20;1
Random;8466750;20;1
Random;8476965;20;1
Random;8480205;20;1
Random;8491800;20;1
Random;8492640;20;1
Random;8493690;20;1
Random;8494305;20;1
Random;8495055;20;1
Random;8498655;20;1
Random;8499570;20;1
Random;8499780;20;1
Random;8505975;20;1
Random;8506965;20;1
Random;8510295;20;1
Random;8511720;20;1
Random;8513715;20;1
Random;8513820;20;1
Random;8513820;20;1
Random;8516790;20;1
Random;8521845;20;1
Random;8521875;20;1
Random;8522400;20;1
Random;8527890;20;1
Random;8528490;20;1
Random;8528820;20;1
Random;8529135;20;1
Random;8529435;20;1
Random;8530950;20;1
Random;8531775;20;1
Random;8533755;20;1
Random;8533830;20;1
Random;8535510;20;1
Random;8537880;20;1
Random;8541405;20;1
Random;8551770;20;1
Random;8552040;20;1
Random;8560050;20;1
Random;8560185;20;1
Random;8560845;20;1
Random;8562255;20;1
Random;8570550;20;1
Random;8573010;20;1
Random;8573025;20;1
Random;8573550;20;1
Random;8574990;20;1
Random;8577750;20;1
Random;8578275;20;1
Random;8578875;20;1
Random;8578890;20;1
Random;8580585;20;1
Random;8580930;20;1
Random;8581680;20;1
Random;8581725;20;1
Random;8582625;20;1
Random;8584620;20;1
Random;8585880;20;1
Random;8586495;20;1
Random;8586930;20;1
Random;8587455;20;1
Random;8588805;20;1
Random;8591265;20;1
Random;8591475;20;1
Random;8591550;20;1
Random;8592435;20;1
Random;8592780;20;1
Random;8593785;20;1
Random;8595090;20;1
Random;8595390;20;1
Random;8595780;20;1
Random;8597595;20;1
Random;8597610;20;1
Random;8597655;20;1
Random;8597895;20;1
Random;8599395;20;1
Random;8600445;20;1
Random;8600715;20;1
Random;8602170;20;1
Random;8602815;20;1
Random;8602995;20;1
Random;8606925;20;1
Random;8607480;20;1
Random;8607750;20;1
Random;8609760;20;1
Random;8610015;20;1
Random;8614185;20;1
Random;8615055;20;1
Random;8616480;20;1
Random;8616555;20;1
Random;8616795;20;1
Random;8619315;20;1
Random;8620470;20;1
Random;8622645;20;1
Random;8624415;20;1
Random;8626170;20;1
Random;8626275;20;1
Random;8626575;20;1
Random;8627490;20;1
Random;8629935;20;1
Random;8631015;20;1
Random;8631090;20;1
Random;8631345;20;1
Random;8632275;20;1
Random;8632545;20;1
Random;8633670;20;1
Random;8638065;20;1
Random;8638635;20;1
Random;8638815;20;1
Random;8641020;20;1
Random;8641050;20;1
Random;8641455;20;1
Random;8642415;20;1
Random;8642940;20;1
Random;8643825;20;1
Random;8644350;20;1
Random;8646405;20;1
Random;8646465;20;1
Random;8647035;20;1
Random;8647380;20;1
Random;8649660;20;1
Random;8649810;20;1
Random;8649915;20;1
Random;8650575;20;1
Random;8651115;20;1
Random;8652420;20;1
Random;8652840;20;1
Random;8654955;20;1
Random;8656530;20;1
Random;8656995;20;1
Random;8657625;20;1
Random;8660070;20;1
Random;8661045;20;1
Random;8661960;20;1
Random;8662215;20;1
Random;8663760;20;1
Random;8663910;20;1
Random;8664015;20;1
Random;8664255;20;1
Random;8664870;20;1
Random;8665830;20;1
Random;8666175;20;1
Random;8666370;20;1
Random;8666520;20;1
Random;8667435;20;1
Random;8667660;20;1
Random;8667960;20;1
Random;8668230;20;1
Random;8669055;20;1
Random;8669055;20;1
Random;8669235;20;1
Random;8669355;20;1
Random;8669475;20;1
Random;8671275;20;1
Random;8671785;20;1
Random;8672475;20;1
Random;8673060;20;1
Random;8676555;20;1
Random;8676735;20;1
Random;8679660;20;1
Random;8680620;20;1
Random;8681565;20;1
Random;8681580;20;1
Random;8681865;20;1
Random;8682000;20;1
Random;8682435;20;1
Random;8683335;20;1
Random;8683605;20;1
Random;8683905;20;1
Random;8684265;20;1
Random;8685780;20;1
Random;8687760;20;1
Random;8687925;20;1
Random;8688615;20;1
Random;8688675;20;1
Random;8690865;20;1
Random;8692575;20;1
Random;8694225;20;1
Random;8695005;20;1
Random;8696925;20;1
Random;8697045;20;1
Random;8697540;20;1
Random;8698050;20;1
Random;8699895;20;1
Random;8700135;20;1
Random;8700375;20;1
Random;8700435;20;1
Random;8700855;20;1
Random;8701815;20;1
Random;8701950;20;1
Random;8704095;20;1
Random;8704515;20;1
Random;8704560;20;1
Random;8707455;20;1
Random;8708400;20;1
Random;8708490;20;1
Random;8708595;20;1
Random;8708760;20;1
Random;8710245;20;1
Random;8711220;20;1
Random;8711445;20;1
Random;8711460;20;1
Random;8712165;20;1
Random;8712555;20;1
Random;8712615;20;1
Random;8713560;20;1
Random;8713785;20;1
Random;8714745;20;1
Random;8714910;20;1
Random;8714985;20;1
Random;8715240;20;1
Random;8715645;20;1
Random;8715990;20;1
Random;8716380;20;1
Random;8716725;20;1
Random;8717040;20;1
Random;8717235;20;1
Random;8719395;20;1
Random;8719665;20;1
Random;8720790;20;1
Random;8721045;20;1
Random;8721060;20;1
Random;8721960;20;1
Random;8722230;20;1
Random;8722545;20;1
Random;8723025;20;1
Random;8724030;20;1
Random;8724255;20;1
Random;8724750;20;1
Random;8726340;20;1
Random;8726970;20;1
Random;8727690;20;1
Random;8728665;20;1
Random;8730120;20;1
Random;8731305;20;1
Random;8731935;20;1
Random;8733015;20;1
Random;8733645;20;1
Random;8733780;20;1
Random;8734710;20;1
Random;8736150;20;1
Random;8736480;20;1
Random;8738760;20;1
Random;8738820;20;1
Random;8739780;20;1
Random;8739990;20;1
Random;8741280;20;1
Random;8741805;20;1
Random;8742150;20;1
Random;8743110;20;1
Random;8743470;20;1
Random;8744355;20;1
Random;8744850;20;1
Random;8745105;20;1
Random;8745585;20;1
Random;8745990;20;1
Random;8746635;20;1
Random;8746875;20;1
Random;8747220;20;1
Random;8747505;20;1
Random;8748060;20;1
Random;8748705;20;1
Random;8749260;20;1
Random;8751210;20;1
Random;8752110;20;1
Random;8752155;20;1
Random;8752485;20;1
Random;8753325;20;1
Random;8753745;20;1
Random;8754105;20;1
Random;8755230;20;1
Random;8755815;20;1
Random;8756070;20;1
Random;8757645;20;1
Random;8758155;20;1
Random;8758590;20;1
Random;8761575;20;1
Random;8762910;20;1
Random;8763045;20;1
Random;8763630;20;1
Random;8763660;20;1
Random;8764005;20;1
Random;8765325;20;1
Random;8766630;20;1
Random;8767125;20;1
Random;8768355;20;1
Random;8769195;20;1
Random;8769990;20;1
Random;8770245;20;1
Random;8770875;20;1
Random;8773170;20;1
Random;8773830;20;1
Random;8774130;20;1
Random;8776440;20;1
Random;8776845;20;1
Random;8778510;20;1
Random;8779155;20;1
Random;8780985;20;1
Random;8781660;20;1
Random;8781780;20;1
Random;8782365;20;1
Random;8782440;20;1
Random;8783085;20;1
Random;8783325;20;1
Random;8783700;20;1
Random;8784765;20;1
Random;8785290;20;1
Random;8785425;20;1
Random;8785920;20;1
Random;8785995;20;1
Random;8786835;20;1
Random;8787090;20;1
Random;8787420;20;1
Random;8787615;20;1
Random;8787825;20;1
Random;8788425;20;1
Random;8788545;20;1
Random;8788605;20;1
Random;8788980;20;1
Random;8789160;20;1
Random;8789385;20;1
Random;8789985;20;1
Random;8790240;20;1
Random;8791245;20;1
Random;8791260;20;1
Random;8793180;20;1
Random;8793435;20;1
Random;8793570;20;1
Random;8793885;20;1
Random;8794065;20;1
Random;8794125;20;1
Random;8794770;20;1
Random;8795130;20;1
Random;8796120;20;1
Random;8796180;20;1
Random;8796360;20;1
Random;8796675;20;1
Random;8796780;20;1
Random;8797410;20;1
Random;8799045;20;1
Random;8800380;20;1
Random;8801280;20;1
Random;8801445;20;1
Random;8802210;20;1
Random;8803290;20;1
Random;8803575;20;1
Random;8803785;20;1
Random;8803965;20;1
Random;8803995;20;1
Random;8804130;20;1
Random;8804205;20;1
Random;8805945;20;1
Random;8806170;20;1
Random;8806185;20;1
Random;8807220;20;1
Random;8807580;20;1
Random;8807610;20;1
Random;8807730;20;1
Random;8809020;20;1
Random;8810415;20;1
Random;8811015;20;1
Random;8811330;20;1
Random;8811465;20;1
Random;8811675;20;1
Random;8812140;20;1
Random;8812800;20;1
Random;8812920;20;1
Random;8816505;20;1
Random;8816685;20;1
Random;8816760;20;1
Random;8816880;20;1
Random;8818920;20;1
Random;8819385;20;1
Random;8822025;20;1
Random;8822235;20;1
Random;8822325;20;1
Random;8823945;20;1
Random;8824050;20;1
Random;8824545;20;1
Random;8825040;20;1
Random;8825310;20;1
Random;8825475;20;1
Random;8825775;20;1
Random;8826525;20;1
Random;8828100;20;1
Random;8829180;20;1
Random;8829765;20;1
Random;8830440;20;1
Random;8830530;20;1
Random;8831385;20;1
Random;8831565;20;1
Random;8832225;20;1
Random;8832285;20;1
Random;8832360;20;1
Random;8832360;20;1
Random;8832720;20;1
Random;8832795;20;1
Random;8833845;20;1
Random;8836245;20;1
Random;8836305;20;1
Random;8837190;20;1
Random;8838210;20;1
Random;8838810;20;1
Random;8838900;20;1
Random;8839260;20;1
Random;8839560;20;1
Random;8840145;20;1
Random;8840280;20;1
Random;8840835;20;1
Random;8840955;20;1
Random;8841135;20;1
Random;8841690;20;1
Random;8842620;20;1
Random;8844015;20;1
Random;8844030;20;1
Random;8844210;20;1
Random;8844360;20;1
Random;8845740;20;1
Random;8846490;20;1
Random;8846940;20;1
Random;8847510;20;1
Random;8847855;20;1
Random;8849055;20;1
Random;8849070;20;1
Random;8849145;20;1
Random;8849265;20;1
Random;8850150;20;1
Random;8851050;20;1
Random;8851215;20;1
Random;8851920;20;1
Random;8852115;20;1
Random;8852220;20;1
Random;8853330;20;1
Random;8854005;20;1
Random;8854470;20;1
Random;8855535;20;1
Random;8855970;20;1
Random;8856150;20;1
Random;8856810;20;1
Random;8856825;20;1
Random;8857050;20;1
Random;8857650;20;1
Random;8857740;20;1
Random;8858340;20;1
Random;8858550;20;1
Random;8859180;20;1
Random;8859225;20;1
Random;8859690;20;1
Random;8860200;20;1
Random;8860470;20;1
Random;8860545;20;1
Random;8861685;20;1
Random;8862540;20;1
Random;8863320;20;1
Random;8864145;20;1
Random;8864610;20;1
Random;8864685;20;1
Random;8864835;20;1
Random;8865105;20;1
Random;8865390;20;1
Random;8865555;20;1
Random;8865990;20;1
Random;8866470;20;1
Random;8866890;20;1
Random;8866920;20;1
Random;8867085;20;1
Random;8867730;20;1
Random;8867745;20;1
Random;8867775;20;1
Random;8867895;20;1
Random;8868675;20;1
Random;8870295;20;1
Random;8870970;20;1
Random;8871045;20;1
Random;8871090;20;1
Random;8872335;20;1
Random;8873085;20;1
Random;8874255;20;1
Random;8874555;20;1
Random;8876325;20;1
Random;8877510;20;1
Random;8877540;20;1
Random;8877990;20;1
Random;8878185;20;1
Random;8878260;20;1
Random;8878890;20;1
Random;8878950;20;1
Random;8879055;20;1
Random;8879130;20;1
Random;8879790;20;1
Random;8880630;20;1
Random;8882190;20;1
Random;8882850;20;1
Random;8883150;20;1
Random;8883585;20;1
Random;8883900;20;1
Random;8884725;20;1
Random;8885175;20;1
Random;8885640;20;1
Random;8886060;20;1
Random;8887350;20;1
Random;8887740;20;1
Random;8887845;20;1
Random;8888220;20;1
Random;8888310;20;1
Random;8888970;20;1
Random;8889390;20;1
Random;8889840;20;1
Random;8889900;20;1
Random;8890710;20;1
Random;8890935;20;1
Random;8891325;20;1
Random;8891325;20;1
Random;8891790;20;1
Random;8892105;20;1
Random;8892495;20;1
Random;8892630;20;1
Random;8893290;20;1
Random;8893365;20;1
Random;8893890;20;1
Random;8893890;20;1
Random;8894370;20;1
Random;8894715;20;1
Random;8894775;20;1
Random;8894850;20;1
Random;8895030;20;1
Random;8895450;20;1
Random;8895810;20;1
Random;8896755;20;1
Random;8897310;20;1
Random;8897655;20;1
Random;8897715;20;1
Random;8898060;20;1
Random;8898540;20;1
Random;8898570;20;1
Random;8898615;20;1
Random;8898705;20;1
Random;8898840;20;1
Random;8899215;20;1
Random;8899245;20;1
Random;8899860;20;1
Random;8900460;20;1
Random;8900640;20;1
Random;8900775;20;1
Random;8901210;20;1
Random;8901375;20;1
Random;8901450;20;1
Random;8901480;20;1
Random;8901780;20;1
Random;8902620;20;1
Random;8902980;20;1
Random;8903370;20;1
Random;8904960;20;1
Random;8905425;20;1
Random;8906430;20;1
Random;8906550;20;1
Random;8906775;20;1
Random;8906790;20;1
Random;8906850;20;1
Random;8906880;20;1
Random;8907195;20;1
Random;8907735;20;1
Random;8908170;20;1
Random;8908815;20;1
Random;8910090;20;1
Random;8910660;20;1
Random;8910690;20;1
Random;8910885;20;1
Random;8910990;20;1
Random;8911230;20;1
Random;8911980;20;1
Random;8912115;20;1
Random;8912820;20;1
Random;8913360;20;1
Random;8914155;20;1
Random;8914635;20;1
Random;8915355;20;1
Random;8916135;20;1
Random;8916360;20;1
Random;8917215;20;1
Random;8917470;20;1
Random;8917470;20;1
Random;8917485;20;1
Random;8919015;20;1
Random;8919180;20;1
Random;8919450;20;1
Random;8919495;20;1
Random;8919510;20;1
Random;8919705;20;1
Random;8919750;20;1
Random;8920275;20;1
Random;8920410;20;1
Random;8920620;20;1
Random;8920890;20;1
Random;8921895;20;1
Random;8922060;20;1
Random;8922480;20;1
Random;8923530;20;1
Random;8923560;20;1
Random;8923800;20;1
Random;8924715;20;1
Random;8924775;20;1
Random;8925015;20;1
Random;8925060;20;1
Random;8925195;20;1
Random;8926515;20;1
Random;8926650;20;1
Random;8926800;20;1
Random;8927010;20;1
Random;8927505;20;1
Random;8927775;20;1
Random;8928405;20;1
Random;8928540;20;1
Random;8929530;20;1
Random;8929890;20;1
Random;8929980;20;1
Random;8930370;20;1
Random;8930655;20;1
Random;8930835;20;1
Random;8931300;20;1
Random;8931645;20;1
Random;8932230;20;1
Random;8932485;20;1
Random;8933055;20;1
Random;8933490;20;1
Random;8933745;20;1
Random;8934000;20;1
Random;8934540;20;1
Random;8934720;20;1
Random;8934735;20;1
Random;8935155;20;1
Random;8935740;20;1
Random;8935905;20;1
Random;8935980;20;1
Random;8936565;20;1
Random;8936895;20;1
Random;8937030;20;1
Random;8937240;20;1
Random;8937525;20;1
Random;8937570;20;1
Random;8937600;20;1
Random;8937600;20;1
Random;8937840;20;1
Random;8938020;20;1
Random;8938605;20;1
Random;8938680;20;1
Random;8939145;20;1
Random;8939370;20;1
Random;8939490;20;1
Random;8939640;20;1
Random;8939925;20;1
Random;8940345;20;1
Random;8940525;20;1
Random;8940645;20;1
Random;8940840;20;1
Random;8941200;20;1
Random;8941725;20;1
Random;8941755;20;1
Random;8942415;20;1
Random;8942850;20;1
Random;8942970;20;1
Random;8943300;20;1
Random;8943555;20;1
Random;8943570;20;1
Random;8943645;20;1
Random;8943705;20;1
Random;8943855;20;1
Random;8944125;20;1
Random;8944380;20;1
Random;8944575;20;1
Random;8944635;20;1
Random;8944950;20;1
Random;8945235;20;1
Random;8945265;20;1
Random;8946090;20;1
Random;8946345;20;1
Random;8946705;20;1
Random;8946795;20;1
Random;8947035;20;1
Random;8947290;20;1
Random;8947800;20;1
Random;8947815;20;1
Random;8947815;20;1
Random;8947860;20;1
Random;8948055;20;1
Random;8948085;20;1
Random;8948775;20;1
Random;8948880;20;1
Random;8948910;20;1
Random;8949225;20;1
Random;8949450;20;1
Random;8949645;20;1
Random;8949795;20;1
Random;8949900;20;1
Random;8949960;20;1
Random;8950140;20;1
Random;8950260;20;1
Random;8950275;20;1
Random;8950545;20;1
Random;8950650;20;1
Random;8951295;20;1
Random;8951445;20;1
Random;8951595;20;1
Random;8951730;20;1
Random;8952270;20;1
Random;8952345;20;1
Random;8952360;20;1
Random;8952780;20;1
Random;8953335;20;1
Random;8953815;20;1
Random;8953905;20;1
Random;8954400;20;1
Random;8954400;20;1
Random;8954430;20;1
Random;8954505;20;1
Random;8955960;20;1
Random;8958000;20;1
Random;8958045;20;1
Random;8958120;20;1
Random;8958690;20;1
Random;8958705;20;1
Random;8958900;20;1
Random;8958975;20;1
Random;8959065;20;1
Random;8959260;20;1
Random;8959410;20;1
Random;8960280;20;1
Random;8961075;20;1
Random;8961480;20;1
Random;8962695;20;1
Random;8963100;20;1
Random;8963190;20;1
Random;8963265;20;1
Random;8963490;20;1
Random;8963505;20;1
Random;8963790;20;1
Random;8963955;20;1
Random;8964495;20;1
Random;8964525;20;1
Random;8965545;20;1
Random;8965785;20;1
Random;8966385;20;1
Random;8967585;20;1
Random;8967675;20;1
Random;8968245;20;1
Random;8968695;20;1
Random;8968815;20;1
Random;8968980;20;1
Random;8969025;20;1
Random;8969175;20;1
Random;8969445;20;1
Random;8969670;20;1
Random;8969835;20;1
Random;8969970;20;1
Random;8970075;20;1
Random;8970390;20;1
Random;8970660;20;1
Random;8970915;20;1
Random;8971440;20;1
Random;8971590;20;1
Random;8971605;20;1
Random;8971665;20;1
Random;8972190;20;1
Random;8972280;20;1
Random;8972325;20;1
Random;8972520;20;1
Random;8972850;20;1
Random;8973945;20;1
Random;8974050;20;1
Random;8974065;20;1
Random;8974245;20;1
Random;8974305;20;1
Random;8974950;20;1
Random;8975040;20;1
Random;8975040;20;1
Random;8975100;20;1
Random;8975220;20;1
Random;8975370;20;1
Random;8975385;20;1
Random;8975730;20;1
Random;8975940;20;1
Random;8976105;20;1
Random;8976345;20;1
Random;8976465;20;1
Random;8977110;20;1
Random;8977245;20;1
Random;8977275;20;1
Random;8977620;20;1
Random;8977725;20;1
Random;8977860;20;1
Random;8978055;20;1
Random;8978310;20;1
Random;8978970;20;1
Random;8979075;20;1
Random;8979375;20;1
Random;8979405;20;1
Random;8979540;20;1
Random;8980185;20;1
Random;8981415;20;1
Random;8981715;20;1
Random;8982090;20;1
Random;8982285;20;1
Random;8982360;20;1
Random;8982390;20;1
Random;8982465;20;1
Random;8983470;20;1
Random;8983905;20;1
Random;8984160;20;1
Random;8984490;20;1
Random;8984925;20;1
Random;8984985;20;1
Random;8984985;20;1
Random;8985240;20;1
Random;8985615;20;1
Random;8985750;20;1
Random;8986410;20;1
Random;8986605;20;1
Random;8986755;20;1
Random;8986875;20;1
Random;8987880;20;1
Random;8987880;20;1
Random;8987910;20;1
Random;8988015;20;1
Random;8988180;20;1
